date,AG_P,AG_P_MAINCROP,AG_P_FOOD,AG_P_BEAN,AG_P_PINEAPP,AG_P_HOM,AG_P_OILGR,AG_P_POUL,AG_Q_OILGR,AG_Q_PIG,AG_Q_COW,AG_INC,AG_INC_MAINCROP,AG_INC_POUL,AG_INC_EGG,EX_AGPRO_SUGAR,EX_AGPRO_PINEAPPCAN,EX_ELETRONIC,IM_CAP_GOODS,IM_QINDEX_PC,IM_PINDEX_CAP,IM_PINDEX,EX_MANU_P,EX_MANU_V,EX_P,WAGE_CONS,WAGE_BANK,WAGE_BANK_PRI,WAGE_BKK_CONS_PRI,EM_REALEST_BKK,WAGE_S_BANK,EM_CONS,P_MANU_SUGAR,N_AG_P_PIG,N_AG_P_CROP,N_EX_BORDER_CN,N_IM_BORDER_CN,S_PMANU_RUBPLATE
1/1/2000,,,,,,,,,,,,,,,,53.73,22.10,1362.21,905.39,27.55,74.91,57.10,70.79,42.24,63.27,,,,,,,,13.40,35.70,,1.30,0.60,23.64
2/1/2000,,,,,,,,,,,,,,,,62.72,21.20,1382.44,1198.84,36.52,75.05,57.22,71.01,43.40,63.87,,,,,,,,13.46,35.00,,0.20,0.20,27.42
3/1/2000,,,,,,,,,,,,,,,,105.97,21.51,1424.67,975.21,30.62,75.25,57.39,71.31,40.47,63.79,,,,,,,,13.46,33.40,,0.90,0.40,25.79
4/1/2000,,,,,,,,,,,,,,,,72.21,17.39,1281.06,963.93,31.23,75.42,57.65,71.12,41.86,63.59,,,,,,,,13.46,34.50,,0.70,0.20,26.08
5/1/2000,,,,,,,,,,,,,,,,53.77,18.96,1323.82,1000.02,32.12,75.70,57.52,70.95,37.59,63.45,,,,,,,,13.52,35.50,,1.30,0.20,26.33
6/1/2000,,,,,,,,,,,,,,,,57.00,22.08,1317.63,1033.33,33.71,75.88,57.80,70.30,41.16,62.72,,,,,,,,13.80,34.30,,0.80,0.30,25.46
7/1/2000,,,,,,,,,,,,,,,,56.45,20.61,1541.52,1103.10,32.83,75.83,57.96,69.96,46.80,62.34,,,,,,,,14.04,34.50,,2.60,0.10,25.74
8/1/2000,,,,,,,,,,,,,,,,42.17,14.93,1582.73,1217.65,36.74,76.06,57.96,69.14,44.11,61.81,,,,,,,,14.10,35.10,,3.90,0.40,26.90
9/1/2000,,,,,,,,,,,,,,,,46.33,10.77,1655.13,1025.91,35.42,76.23,58.09,68.31,45.22,61.02,,,,,,,,14.11,33.90,,2.10,1.30,26.97
10/1/2000,,,,,,,,,,,,,,,,45.38,14.16,1625.55,1374.23,32.85,76.44,58.29,67.67,46.05,61.04,,,,,,,,14.06,33.10,,2.70,1.30,28.36
11/1/2000,,,,,,,,,,,,,,,,44.21,17.16,1741.25,1301.06,34.60,76.56,58.54,66.78,46.56,59.85,,,,,,,,14.09,33.30,,2.30,1.20,27.73
12/1/2000,,,,,,,,,,,,,,,,28.09,14.85,1677.36,1148.73,34.25,76.78,58.79,66.82,46.98,60.55,,,,,,,,14.11,33.40,,2.20,1.10,26.56
1/1/2001,,,,,,,,,,,,,,,,47.30,14.04,1399.76,1391.76,34.58,76.51,58.41,66.66,42.99,60.05,4742.92,13817.55,13491.36,0.00,184.06,0.00,1636.25,14.11,32.40,,1.50,0.70,25.90
2/1/2001,,,,,,,,,,,,,,,,86.26,16.47,1320.45,1353.20,35.76,76.54,58.43,66.52,44.48,59.46,4454.66,16390.64,15667.23,0.00,204.63,0.00,1927.41,14.10,32.20,,2.30,0.60,25.66
3/1/2001,,,,,,,,,,,,,,,,72.58,19.19,1507.13,1283.22,37.30,76.64,58.39,65.92,45.75,58.99,4298.88,18261.83,18866.85,0.00,235.28,0.00,2144.40,14.10,32.50,,3.60,0.80,25.15
4/1/2001,,,,,,,,,,,,,,,,90.31,17.12,1127.31,1189.45,35.42,76.70,58.15,64.20,43.76,57.28,4417.63,17165.11,15289.55,0.00,250.43,0.00,2089.03,14.08,36.60,,2.70,0.70,25.82
5/1/2001,,,,,,,,,,,,,,,,106.57,19.07,1331.05,1269.81,36.41,76.80,58.33,64.02,44.07,57.11,4586.53,16568.37,17627.10,0.00,226.62,0.00,1748.70,14.08,40.50,,3.50,0.60,26.66
6/1/2001,,,,,,,,,,,,,,,,58.50,20.15,1375.58,1146.46,37.24,76.88,58.23,64.09,44.69,57.34,4690.60,16008.58,15375.74,0.00,215.03,0.00,1543.23,14.09,40.70,,2.60,0.40,27.44
7/1/2001,,,,,,,,,,,,,,,,60.01,18.67,1151.72,1439.88,36.21,76.93,58.16,63.32,43.78,56.81,5101.12,15592.71,16011.12,0.00,202.85,0.00,1386.93,14.06,39.60,,4.00,0.40,27.15
8/1/2001,,,,,,,,,,,,,,,,41.34,15.98,1277.49,1313.27,36.59,76.96,58.04,63.41,44.06,56.69,5136.17,17856.26,18242.14,0.00,240.62,0.00,1241.56,14.02,39.20,,6.90,0.70,25.90
9/1/2001,,,,,,,,,,,,,,,,54.31,12.71,1236.60,1064.58,35.83,77.14,57.96,63.60,42.13,56.91,4556.55,16884.34,16888.62,0.00,234.24,0.00,1573.55,14.08,38.60,,5.80,1.40,24.17
10/1/2001,,,,,,,,,,,,,,,,39.91,17.31,1245.91,1179.35,37.69,77.25,57.86,63.87,41.93,56.83,4739.08,16316.39,14989.04,0.00,266.53,0.00,1671.51,14.08,36.90,,5.40,1.80,23.54
11/1/2001,,,,,,,,,,,,,,,,18.69,19.88,1284.84,1282.96,36.27,77.37,57.74,63.91,42.62,56.70,5038.19,18687.40,19577.58,0.00,270.88,0.00,1413.31,14.03,36.90,,6.40,2.10,22.92
12/1/2001,,,,,,,,,,,,,,,,28.19,17.22,1187.50,1122.96,34.31,77.48,57.89,63.79,41.63,56.74,5026.17,17261.54,16399.36,0.00,230.56,0.00,1224.80,14.01,37.70,,5.30,2.00,20.83
1/1/2002,,,,,,,,,,,,,,,,82.23,15.09,1054.59,1210.83,36.58,78.00,58.05,63.34,42.10,56.32,4277.36,16393.36,16070.77,0.00,220.55,0.00,1740.56,14.06,38.30,,5.90,1.80,23.95
2/1/2002,,,,,,,,,,,,,,,,92.16,15.30,1120.43,1075.58,34.97,77.93,58.26,62.64,42.87,56.06,4473.84,15163.74,14202.00,0.00,218.18,0.00,1897.95,14.11,38.30,,3.10,0.60,26.83
3/1/2002,,,,,,,,,,,,,,,,125.84,18.94,1389.86,1243.52,34.92,78.03,57.91,63.24,44.61,56.50,4237.21,15668.97,16589.46,0.00,177.85,0.00,2270.65,14.10,38.70,,3.30,0.60,28.81
4/1/2002,,,,,,,,,,,,,,,,100.07,19.46,1070.11,1265.51,37.18,78.18,58.05,64.25,43.86,57.82,4219.75,14619.79,14164.45,0.00,211.42,0.00,2179.77,14.08,40.40,,3.50,0.30,29.03
5/1/2002,,,,,,,,,,,,,,,,124.62,26.71,1298.80,1219.72,37.07,78.30,58.43,65.01,45.78,58.20,4663.01,15789.11,15048.18,0.00,228.71,0.00,1942.08,14.11,41.30,,3.50,0.50,29.51
6/1/2002,,,,,,,,,,,,,,,,41.37,22.39,1228.42,1211.41,35.64,78.48,58.66,65.22,44.77,58.46,4804.77,17164.70,17563.85,0.00,232.34,0.00,1789.84,13.97,40.00,,4.50,0.70,34.88
7/1/2002,,,,,,,,,,,,,,,,36.47,18.58,1156.10,1410.08,38.70,79.02,58.65,66.09,44.61,59.16,5052.52,17122.77,17358.82,0.00,259.16,0.00,1546.98,14.06,38.80,,4.30,0.50,34.64
8/1/2002,,,,,,,,,,,,,,,,29.71,15.62,1331.65,1351.66,37.42,79.06,58.49,66.28,46.00,59.47,5214.95,15014.06,14552.73,0.00,242.65,0.00,1503.55,14.14,39.20,,7.00,0.90,35.57
9/1/2002,,,,,,,,,,,,,,,,17.65,13.20,1442.46,1274.28,36.14,79.15,58.79,65.60,46.67,58.79,4724.09,15440.96,15114.60,0.00,218.25,0.00,1750.69,14.14,38.30,,3.70,1.30,38.14
10/1/2002,,,,,,,,,,,,,,,,18.38,16.62,1452.15,1356.53,40.19,79.27,59.01,65.26,47.52,58.42,4749.63,16319.04,16252.59,0.00,224.91,0.00,1774.92,14.14,36.40,,7.30,0.70,36.10
11/1/2002,,,,,,,,,,,,,,,,11.62,21.86,1453.16,1268.35,39.78,79.38,59.26,65.32,48.05,58.47,5179.49,17334.81,17334.81,0.00,212.87,0.00,1467.06,14.08,36.10,,7.80,1.40,35.97
12/1/2002,,,,,,,,,,,,,,,,11.75,20.67,1240.15,1198.10,40.57,79.46,59.20,65.58,45.08,58.78,5159.28,16796.40,16930.74,0.00,242.65,0.00,1378.50,14.08,35.10,,10.00,1.40,35.95
1/1/2003,,,,,,,,,,,,,,,,44.03,24.05,1263.85,1384.39,43.80,79.82,59.72,67.14,49.72,60.12,4823.38,15728.97,15211.40,0.00,249.08,0.00,1868.18,14.08,30.80,,8.10,1.00,37.65
2/1/2003,,,,,,,,,,,,,,,,61.57,24.41,1276.73,1242.53,37.77,79.74,60.52,66.78,48.92,60.47,4623.53,16310.89,15531.42,0.00,243.35,0.00,1994.15,14.17,28.30,,2.10,0.50,41.25
3/1/2003,,,,,,,,,,,,,,,,87.99,28.31,1434.75,1271.40,38.13,79.82,60.48,66.99,48.01,60.51,4411.52,16288.01,16611.45,0.00,244.05,0.00,2280.17,14.17,27.90,,2.20,0.50,44.90
4/1/2003,,,,,,,,,,,,,,,,83.12,25.09,1330.71,1308.15,43.11,79.94,60.44,66.48,51.92,60.03,4436.48,16184.52,15129.24,0.00,290.46,0.00,2137.83,14.17,29.70,,2.70,0.40,42.81
5/1/2003,,,,,,,,,,,,,,,,151.76,25.75,1461.28,1404.07,41.02,80.12,60.21,66.95,49.94,60.52,4651.59,15322.59,14955.39,0.00,265.41,0.00,2175.35,14.17,36.50,,1.50,1.00,41.32
6/1/2003,,,,,,,,,,,,,,,,118.00,27.14,1576.28,1342.99,38.04,80.20,60.17,67.45,49.81,60.97,4915.68,16561.31,17131.21,0.00,216.16,0.00,1949.50,14.06,37.90,,1.70,0.70,42.44
7/1/2003,,,,,,,,,,,,,,,,81.99,23.70,1342.19,1516.46,40.00,80.21,60.21,67.12,50.81,60.78,5124.22,17217.66,16371.25,0.00,281.07,0.00,1550.24,14.17,35.60,,2.60,1.30,41.24
8/1/2003,,,,,,,,,,,,,,,,79.41,16.57,1510.02,1318.60,38.40,80.35,60.37,67.23,48.35,61.21,4826.81,16608.43,16760.94,0.00,254.32,0.00,1490.33,14.17,34.20,,17.70,2.20,43.00
9/1/2003,,,,,,,,,,,,,,,,60.55,16.63,1727.37,1457.82,40.91,80.46,60.78,68.22,51.90,62.09,4874.77,17392.25,17298.32,0.00,240.06,0.00,1780.43,14.00,35.00,,10.30,2.90,44.22
10/1/2003,,,,,,,,,,,,,,,,49.67,20.94,1825.61,1637.05,40.56,80.56,60.97,69.37,53.20,63.42,4681.35,15760.76,14961.96,0.00,253.70,0.00,1834.37,14.17,35.10,,5.90,6.50,50.11
11/1/2003,,,,,,,,,,,,,,,,71.26,23.78,1765.46,1766.17,39.88,80.65,61.40,69.24,53.09,63.39,4918.00,19137.75,18240.37,0.00,213.20,0.00,1755.52,14.11,35.30,,11.70,5.30,52.47
12/1/2003,,,,,,,,,,,,,,,,44.67,24.32,1813.58,1937.93,44.94,80.72,61.63,69.37,55.13,63.46,5124.41,17209.73,16111.93,0.00,224.74,0.00,1505.56,14.14,34.00,,8.10,4.20,49.10
1/1/2004,,,,,,,,,,,,,,,,53.75,25.53,1645.65,1557.46,43.73,81.66,61.94,69.87,56.90,63.77,4363.41,15254.44,14869.74,0.00,253.12,0.00,2095.09,14.11,37.40,,4.50,1.90,48.54
2/1/2004,,,,,,,,,,,,,,,,73.60,26.40,1608.65,1530.72,45.09,81.89,62.24,69.94,58.81,63.89,4708.82,19541.99,18726.58,0.00,266.81,0.00,2221.21,14.06,45.00,,4.40,0.90,49.45
3/1/2004,,,,,,,,,,,,,,,,90.62,28.99,1770.66,1841.53,45.99,81.91,62.52,70.04,56.54,64.14,4430.74,17319.48,17537.32,0.00,239.20,0.00,2401.39,14.06,48.30,,1.10,0.80,52.38
4/1/2004,,,,,,,,,,,,,,,,70.01,27.12,1622.86,1724.92,43.97,82.10,62.52,70.62,58.49,64.64,4403.50,16466.19,15012.32,0.00,248.62,0.00,2506.89,14.06,53.80,,1.50,1.20,53.18
5/1/2004,,,,,,,,,,,,,,,,123.58,28.90,1740.43,1625.16,43.04,82.23,62.76,70.26,58.24,64.40,4634.95,17013.52,17308.02,0.00,256.21,0.00,2499.98,13.67,52.60,,2.70,1.50,54.71
6/1/2004,,,,,,,,,,,,,,,,94.81,30.07,1724.60,1773.45,45.62,82.33,62.83,70.31,60.21,64.19,4508.71,16906.21,18223.60,0.00,234.62,0.00,1897.88,13.67,45.70,,3.00,2.60,55.67
7/1/2004,,,,,,,,,,,,,,,,76.46,24.25,1636.99,1773.94,46.09,82.42,63.13,70.76,59.54,64.57,5686.15,16451.24,15984.22,0.00,277.81,0.00,1805.40,13.74,40.90,,3.40,1.10,52.49
8/1/2004,,,,,,,,,,,,,,,,57.68,20.49,1705.54,1652.83,47.38,82.44,63.20,71.17,57.46,64.93,5417.28,15604.03,13173.78,0.00,316.92,0.00,1693.03,13.74,42.70,,4.20,2.10,51.44
9/1/2004,,,,,,,,,,,,,,,,65.51,17.79,1900.38,1816.61,49.12,82.55,63.66,72.76,58.43,66.34,4983.01,17104.66,16378.29,0.00,256.70,0.00,2095.26,13.74,40.20,,2.60,3.30,51.16
10/1/2004,,,,,,,,,,,,,,,,55.13,22.34,1926.96,1741.46,48.19,82.65,64.35,72.74,60.83,66.60,5152.70,18687.24,18641.79,0.00,252.23,0.00,2074.72,13.74,39.40,,6.90,5.10,52.00
11/1/2004,,,,,,,,,,,,,,,,38.45,25.09,1879.56,1941.82,47.42,82.89,64.53,73.76,60.32,67.49,5868.89,19866.69,19740.51,0.00,293.78,0.00,1856.96,13.73,42.70,,9.20,5.50,50.07
12/1/2004,,,,,,,,,,,,,,,,33.34,26.50,1863.20,1577.16,44.83,83.15,64.87,74.19,61.41,67.85,5217.97,19312.66,15908.01,0.00,288.02,0.00,1713.24,13.74,47.10,,8.80,4.40,46.56
1/1/2005,94.38,95.18,97.66,87.57,95.23,72.81,100.14,83.01,47.00,94.71,93.72,10667.59,11521.27,8626.74,9338.98,46.74,23.28,1649.33,1911.82,46.50,83.93,65.22,73.82,60.90,67.30,4661.38,20796.65,19541.75,10493.87,242.57,13329.85,2165.31,13.74,48.00,124.80,9.50,1.90,45.66
2/1/2005,96.00,94.96,99.37,91.32,103.25,51.09,88.86,95.89,69.79,89.06,93.00,10518.45,11059.90,9999.14,10092.09,65.04,22.51,1636.51,1782.94,47.94,83.98,65.52,74.77,59.56,68.56,4940.39,17453.19,16960.98,11994.22,256.72,15303.78,2519.57,13.77,48.80,127.30,5.50,0.80,48.41
3/1/2005,97.98,96.41,100.73,106.07,105.13,55.40,93.95,99.06,115.94,97.14,112.20,7926.77,7214.22,10116.43,9400.04,94.10,26.74,2189.82,2194.94,50.17,83.82,66.04,75.95,63.85,69.53,4689.77,19991.40,19776.13,10169.07,264.88,15428.45,2414.24,13.79,49.80,130.30,12.20,1.20,50.45
4/1/2005,95.39,92.60,100.70,109.94,97.37,76.05,92.55,102.85,111.16,97.97,98.76,7248.09,6531.28,10256.60,10083.62,71.31,29.84,1846.46,2116.84,51.04,83.85,66.21,75.69,65.28,69.26,4654.82,20937.45,19495.95,12501.08,260.72,14068.34,2572.74,13.79,53.50,130.50,5.80,1.10,51.82
5/1/2005,95.62,93.65,99.60,109.94,96.57,97.78,92.25,105.97,106.43,105.05,100.08,7697.12,7002.56,10987.48,10245.86,77.59,31.62,1933.41,2294.96,48.03,84.01,65.98,75.73,63.40,69.22,4702.48,19058.75,17762.23,7986.17,256.65,18099.43,2740.37,13.70,54.50,131.20,6.90,1.20,53.30
6/1/2005,98.07,98.09,99.01,109.94,98.71,97.78,99.90,104.53,98.04,116.05,98.88,7219.80,6082.36,9896.51,11451.60,77.44,32.10,2036.64,2293.62,53.09,84.47,66.71,75.72,64.65,69.34,5037.00,19605.52,19132.00,9226.45,313.89,16082.42,1892.62,13.73,51.20,133.50,4.30,3.00,59.67
7/1/2005,100.53,101.27,99.48,89.70,99.78,97.78,109.54,102.83,102.55,98.49,94.20,8183.75,7579.38,10229.14,10806.14,70.16,29.61,1942.13,1980.84,49.35,84.64,67.37,76.43,65.19,70.18,5684.83,24640.48,25022.07,13468.51,279.70,14792.14,1846.18,13.82,50.40,132.00,6.00,1.30,69.22
8/1/2005,101.04,100.30,100.83,101.25,115.83,97.78,106.00,105.64,132.70,99.43,96.48,8729.41,8137.99,9190.73,11159.64,71.62,22.77,2193.65,2283.40,52.66,84.76,68.06,76.44,66.23,70.46,5197.19,17958.65,16386.42,7783.03,280.25,17213.80,1797.95,13.83,50.50,133.40,9.90,2.00,66.47
9/1/2005,103.71,103.72,100.72,97.94,120.11,97.78,95.58,105.06,133.90,98.36,100.68,8376.16,7437.17,10463.52,10034.65,62.83,18.58,2432.71,2059.12,51.35,84.86,68.55,76.26,68.07,70.71,5306.27,16632.95,15237.43,9425.83,270.20,16133.55,1906.91,13.84,50.00,135.30,10.30,3.70,69.34
10/1/2005,105.42,106.71,99.98,107.58,115.02,97.78,103.74,104.08,119.07,99.59,96.48,8396.57,7564.26,10353.89,10263.28,36.45,23.80,2211.69,2129.66,48.97,84.89,68.77,76.94,63.28,71.52,5385.81,20706.38,20900.51,13639.53,245.85,15429.53,1969.04,13.85,47.00,135.70,12.30,3.50,69.63
11/1/2005,105.25,107.35,99.75,100.91,83.19,250.97,105.10,97.34,94.75,106.27,113.76,19873.70,23183.65,9355.98,8999.37,30.15,34.26,2289.87,2140.52,53.48,84.90,68.59,76.94,65.68,71.35,5346.95,20917.15,21152.32,11030.36,300.50,17396.00,1875.23,13.89,47.50,134.50,8.80,3.90,66.04
12/1/2005,106.60,109.75,102.16,87.85,69.82,106.99,112.39,93.74,68.66,97.87,101.76,15923.79,18198.55,10304.09,8277.14,31.55,33.81,2248.81,2200.49,52.32,85.07,69.12,77.12,67.56,71.75,5702.11,15530.98,15129.22,10044.59,265.63,14811.20,1641.51,13.94,50.30,134.10,10.30,3.70,68.92
1/1/2006,111.32,114.96,102.58,96.65,64.73,128.14,117.44,97.70,45.99,107.41,99.10,12015.51,12814.70,9485.72,9639.33,20.05,29.18,2060.76,2122.84,52.48,84.90,69.44,77.51,66.18,72.06,5328.14,19783.82,19045.28,11466.14,249.35,12893.72,1980.09,14.19,49.90,133.70,8.10,1.70,73.84
2/1/2006,112.34,116.59,103.58,97.15,67.94,116.92,115.89,95.47,79.61,105.84,98.34,10321.31,10518.98,8849.86,8879.43,41.34,31.82,2115.93,2190.11,52.42,85.09,70.04,77.71,70.39,72.33,5093.18,20343.39,20094.09,11881.56,258.89,10641.29,2550.80,14.37,49.80,134.00,8.80,1.40,81.75
3/1/2006,113.19,118.60,104.44,107.30,71.15,124.12,110.33,88.11,153.71,104.15,118.64,10628.93,10614.62,8720.06,9323.46,54.63,34.24,2444.05,2203.79,54.44,85.26,70.27,78.06,70.23,72.75,4839.89,17830.82,17074.02,10541.75,304.85,15854.14,2641.07,16.79,49.90,134.50,7.50,1.10,80.99
4/1/2006,114.25,119.83,104.82,116.89,65.80,151.10,99.32,93.85,166.85,96.46,104.43,9015.93,8701.35,9803.03,8921.00,52.00,28.04,2007.03,2087.74,49.46,85.54,70.89,78.04,68.21,72.96,5070.20,20959.02,19284.04,12581.48,283.93,19621.68,2606.99,17.66,50.00,137.30,2.80,1.70,82.00
5/1/2006,112.60,118.40,104.00,120.87,55.64,151.10,94.54,94.38,113.98,102.19,105.82,9530.05,9363.93,9301.76,9495.95,59.34,33.82,2367.24,2251.31,56.61,85.70,71.67,78.51,71.09,73.54,5095.87,17878.75,16744.73,8465.44,268.20,18395.78,2311.22,17.91,49.20,140.10,6.70,1.60,92.11
6/1/2006,116.54,125.00,105.05,120.87,36.65,151.10,93.44,88.28,94.85,107.15,104.56,10528.02,10311.58,8973.54,10402.12,71.62,35.80,2396.94,2255.53,55.47,86.01,71.82,78.87,71.63,74.21,5217.94,18141.91,17370.09,9586.15,309.43,18599.08,1926.90,18.09,48.70,139.90,8.90,1.60,104.05
7/1/2006,110.42,117.54,107.76,108.37,43.87,151.10,92.54,81.31,102.51,109.36,99.61,9319.42,8774.93,8755.60,8828.31,74.46,32.43,2315.03,2229.71,55.11,86.26,72.30,78.95,72.51,74.29,5880.74,19995.52,19166.00,10687.74,242.57,19820.88,2000.42,18.28,47.70,142.80,8.10,1.70,95.73
8/1/2006,105.92,111.68,109.37,100.18,67.41,151.10,92.57,81.62,147.05,111.06,102.02,10161.75,9802.12,9360.34,8915.02,61.70,27.44,2626.54,2267.05,53.86,86.38,72.60,79.35,74.20,74.43,5711.75,15863.66,15153.75,10913.00,327.79,13219.84,1892.64,18.56,46.90,148.10,12.20,2.10,83.23
9/1/2006,103.01,107.92,110.87,100.18,73.83,151.10,92.47,80.90,140.87,112.75,106.46,9500.37,8883.69,8619.47,7867.67,133.76,24.35,2650.99,2102.09,52.09,86.44,72.69,79.26,74.31,73.90,5354.67,18149.51,17724.30,8219.45,291.71,16151.83,2189.53,18.61,45.40,148.60,9.20,4.30,68.52
10/1/2006,106.53,113.33,109.97,93.40,83.19,151.10,92.34,79.89,126.93,113.93,102.02,10207.99,9987.37,8444.09,8114.02,70.46,30.21,2665.35,2140.16,51.91,86.79,71.74,79.40,73.15,74.03,5577.81,18219.55,16541.52,9938.47,284.55,21616.45,2062.23,18.60,43.00,152.10,11.20,4.30,69.36
11/1/2006,101.88,106.79,108.18,99.40,88.54,151.10,107.59,84.30,123.34,115.88,120.29,20548.25,24433.57,8847.66,8255.92,60.73,32.41,2685.04,2859.77,56.24,87.01,72.35,79.66,77.48,74.12,5727.73,18006.15,16253.09,10498.16,298.57,11464.45,1843.43,18.61,41.40,150.40,11.50,4.00,60.37
12/1/2006,104.49,110.77,109.47,92.95,89.34,140.30,111.20,89.31,122.69,117.31,107.60,16520.65,19154.08,10267.10,8062.66,63.44,34.71,2540.68,2400.40,65.36,87.27,72.58,80.38,76.63,74.90,5913.38,19419.28,19005.83,10738.07,296.02,18241.70,1644.81,18.62,38.60,148.70,13.00,3.30,62.55
1/1/2007,110.41,120.73,113.45,102.99,82.92,92.31,114.57,86.58,89.64,118.25,101.75,12369.30,13851.26,8900.05,9059.11,90.37,35.05,2018.31,1978.45,52.27,86.27,71.91,80.38,76.77,75.18,5104.48,17865.72,17493.79,9851.40,246.21,12230.78,2372.53,18.72,30.60,149.50,11.00,2.00,74.58
2/1/2007,111.51,122.81,116.57,92.28,97.37,64.76,113.90,80.37,91.92,111.23,100.97,10399.41,11057.78,8120.82,9019.74,118.67,31.22,2389.17,1944.68,58.29,86.38,72.59,80.83,80.04,75.91,4969.61,19751.57,18875.93,9299.06,326.66,15728.93,2376.38,18.74,31.50,150.70,4.80,1.00,82.01
3/1/2007,109.64,118.96,116.05,121.26,113.15,52.16,111.01,85.49,146.08,111.22,121.81,10712.02,10901.45,9824.39,8738.91,149.30,35.96,2786.83,2208.88,54.83,86.81,72.76,81.38,80.23,76.49,5195.78,16785.37,16110.89,9627.05,296.08,15833.37,2501.51,18.74,35.30,150.80,7.00,1.30,78.47
4/1/2007,108.97,117.96,115.00,126.98,129.47,52.52,113.30,88.98,139.31,113.25,107.22,10357.65,10878.75,8656.27,8601.14,168.15,29.59,2175.39,2277.73,58.22,86.76,73.56,82.35,77.59,77.20,5330.03,18146.37,17328.69,11102.97,331.81,13475.11,2812.54,18.68,36.30,150.50,6.90,1.40,81.17
5/1/2007,109.45,119.03,116.36,126.98,118.23,52.52,129.49,90.17,101.05,115.40,108.66,10646.24,11142.42,9100.60,9687.35,133.75,34.38,2499.58,2440.34,61.50,86.70,73.85,82.61,80.73,77.39,5263.92,20179.76,19545.23,9322.42,266.53,12973.99,2229.75,18.72,35.90,148.90,13.70,3.40,81.46
6/1/2007,110.12,120.90,120.38,115.60,113.15,52.52,140.12,93.71,87.49,105.28,107.35,9627.97,9301.82,10641.42,10046.90,161.02,41.26,2572.12,2603.11,57.36,86.54,74.05,82.71,80.08,77.12,5653.71,15959.48,15300.28,9058.76,307.58,12797.22,1983.12,18.74,35.10,148.90,6.60,1.60,78.02
7/1/2007,107.95,116.53,121.42,122.61,125.19,52.52,133.59,100.35,96.02,117.16,102.27,9253.43,8605.37,11689.70,9879.52,122.67,34.24,2466.60,2279.22,56.18,86.87,75.27,82.35,75.50,77.01,6386.08,20470.79,19577.04,13443.27,294.18,20120.79,2071.00,18.74,38.20,152.60,13.60,2.20,70.05
8/1/2007,109.67,118.09,123.16,123.78,140.44,52.52,132.54,101.43,123.93,111.70,104.75,11019.39,11030.31,10844.24,10211.88,100.67,25.60,2913.37,2538.03,64.97,87.72,74.93,82.64,85.46,77.37,5974.93,17411.79,16338.35,12434.79,282.78,14155.24,1756.73,18.93,40.80,151.90,20.00,1.80,72.52
9/1/2007,113.18,121.90,123.87,91.10,134.28,52.52,134.23,101.77,125.64,109.57,109.31,10446.59,9897.37,10897.81,10479.08,63.61,16.99,2924.10,2379.02,60.28,88.02,76.12,83.04,78.79,78.16,5816.49,19273.82,18720.46,9626.30,321.38,14547.26,2016.23,18.93,41.10,154.50,13.30,2.90,73.85
10/1/2007,115.92,125.46,123.23,98.00,143.11,52.52,141.82,98.01,132.66,108.56,104.75,11409.80,11324.57,11200.52,10183.74,67.67,31.10,3024.22,2752.61,68.79,87.86,78.03,84.00,89.90,79.48,5552.27,18616.39,18097.05,12968.93,279.06,14606.68,2242.85,18.94,38.80,154.30,14.50,4.30,78.67
